filename,codec,episode,episode_title,language,media_type,resolution,season,source,studio,title,year
Game-of-Thrones-S12E18E19-Origins-1440p-WEB-DL-HEVC-.SPARKS.mkv,,18,Revelations,,tv,1440p,12,WEB-DL,,Game of Thrones,
[MTBB] Breaking Bad - 15 [720p].mkv,,15,,,anime,720p,,,MTBB,Breaking Bad,
Death-Note-1992-1440p-WEB-DL-XVID.mkv,XVID,,,,movie,1440p,,WEB-DL,,Death Note,1992
[MTBB] Interstellar - 08 [480p].mkv,,8,,,anime,,,,MTBB,Interstellar,
One Piece.S07E09.Legacy.480p.mkv,,9,Legacy,,tv,,7,,,One Piece,
Naruto S05E09-10 Origins 10bit TrueHD.7.1 2160p BDRip XVID -VEXT.mkv,,9,The End,,tv,2160p,5,BDRip,,Naruto,
Breaking Bad 2016 480p BDRip DTS HEVC -AMIABLE.mkv,HEVC,,,,movie,480p,,BDRip,,Breaking Bad,2016
[SubsPlease] The Mandalorian S2 - 05 [1440p].mkv,,5,,,anime,1440p,S2,,SubsPlease,The Mandalorian,
Breaking_Bad_1990_1080p_WEB-DL_MP3_x265_.GROUP.mkv,x265,,,,movie,1080p,,WEB-DL,,Breaking Bad,1990
Attack on Titan.1980.1440p.WEBRip.AVC.mkv,,,,,movie,1440p,,,,Attack on Titan,1980
The-Shawshank-Redemption-S03E20E21-720p-PROPER-NETFLIX-H.264-.YIFY.mkv,,20,,,tv,720p,3,NETFLIX,,The Shawshank Redemption,
[SubsPlease] The Matrix - 14 [1440p][HEVC].mkv,,14,,,anime,1440p,,,SubsPlease,The Matrix,
[MTBB] Avengers Endgame - 20 [2160p].mkv,,20,,,anime,,,,MTBB,Avengers Endgame,
[HorribleSubs] The Office - 04 [1080p][Multiple Subtitle].mkv,,4,,,anime,1080p,,,HorribleSubs,The Office,
One_Piece_S12E02E03_1080p_REMASTERED_DTS-HD.MA.5.1_WEBRip_HEVC_-GECKOS.mkv,,2,,,tv,1080p,12,WEBRip,,One Piece,
[Underwater] Pulp Fiction - 12 [1440p].mkv,,12,,,anime,,,,Underwater,Pulp Fiction,
[SubsPlease] Death Note - 17 [1440p][10bit].mkv,,17,,,anime,1440p,,,SubsPlease,Death Note,
[HorribleSubs] Avengers Endgame - 24 [720p].mkv,,24,,,anime,720p,,,HorribleSubs,Avengers Endgame,
Pulp_Fiction_2007_1080p_WEBRip_XVID_.VEXT.mkv,XVID,,,,movie,1080p,,WEBRip,,Pulp Fiction,2007
The_Matrix_S12E15_720p_HDTV_TrueHD.7.1_x265_.FraMeSToR.mkv,,15,,,tv,720p,12,HDTV,,The Matrix,
[Judas] Game of Thrones - 19 [720p][10bit].mkv,,19,,,anime,720p,S3,,Judas,Game of Thrones,
Interstellar_S06E24E25_480p_DVDRip_AVC_.GECKOS.mkv,,24,,,tv,480p,6,DVDRip,,Interstellar,
Parasite_1997_EXTENDED_2160p_NETFLIX_AVC_-RARBG.mkv,AVC,,,,movie,2160p,,NETFLIX,,Parasite,1997
Inception.S04E09.720p.AMZN.mkv,,9,,,tv,,4,,,Inception,
The-Mandalorian-1984-720p-NETFLIX-AAC-x265-.GECKOS.mkv,x265,,,,movie,720p,,NETFLIX,,The Mandalorian,1984
The Office S10E13 The Beginning 1440p BDRip XVID .RARBG.mkv,,13,Legacy,,tv,1440p,10,BDRip,,The Office,
The_Mandalorian_2014_1080p_DVDRip_HEVC_.AMIABLE.mkv,HEVC,,,,movie,1080p,,DVDRip,,The Mandalorian,2014
Avengers_Endgame_S06E23_2160p_HDTV_x265.mkv,,23,,,tv,2160p,6,HDTV,,Avengers Endgame,
Demon Slayer.8x11.720p.HDTV.mkv,,11,,,tv,,8,,,Demon Slayer,
Fight-Club-S01E08-09-Origins-1440p-AC3-BDRip-x265-FraMeSToR.mkv,,8,Pilot,,tv,1440p,1,BDRip,,Fight Club,
Game-of-Thrones.S08E06.1440p.AMZN.mkv,,6,,,tv,,8,,,Game of Thrones,
The_Godfather.1985.1080p.AMZN.H.264.mkv,,,,,movie,1080p,,,,The Godfather,1985
Attack on Titan.2000.720p.DVDRip.x264.mkv,,,,,movie,720p,,,,Attack on Titan,2000
Friends-2002-FRENCH-480p-BDRip-x264-AMIABLE.mkv,x264,,,FRENCH,movie,480p,,BDRip,,Friends,2002
Interstellar 1993 720p HDTV DD5.1 x264 -VEXT.mkv,x264,,,,movie,720p,,HDTV,,Interstellar,1993
[MTBB] Fullmetal Alchemist - 03 [2160p][HEVC].mkv,,3,,,anime,2160p,,,MTBB,Fullmetal Alchemist,
[HorribleSubs] Jujutsu.Kaisen.S3.-.24.(480p).mkv,,24,,,anime,480p,S3,,HorribleSubs,Jujutsu Kaisen,
Naruto_11x18_Aftermath_1080p_WEBRip_H.264_-AMIABLE.mkv,,18,The End,,tv,1080p,11,WEBRip,,Naruto,
[Commie] Jujutsu Kaisen - 17 [1080p].mkv,,17,,,anime,1080p,,,Commie,Jujutsu Kaisen,
Game.of.Thrones.S11E04.The.End.480p.mkv,,4,The End,,tv,,11,,,Game of Thrones,
Naruto 1986 2160p NETFLIX H.264.mkv,H.264,,,,movie,2160p,,NETFLIX,,Naruto,1986
One-Piece-S01E02-Pilot-1080p-TrueHD.7.1-HDTV-H.264.mkv,,2,Legacy,,tv,1080p,1,HDTV,,One Piece,
The_Dark_Knight_3x12_1440p_BluRay_HEVC_-AMIABLE.mkv,,12,,,tv,1440p,3,BluRay,,The Dark Knight,
Fight Club 2013.01.21 The Beginning 480p FLAC BDRip XVID -VEXT.mkv,,,Origins,,tv,480p,,BDRip,,Fight Club,
[Underwater] Death Note - 18 [2160p].mkv,,18,,,anime,2160p,,,Underwater,Death Note,
Fight-Club-2020.11.25-1440p-HULU-MP3-H.264-AMIABLE.mkv,,,,,tv,1440p,,HULU,,Fight Club,
[Underwater] Interstellar - 19 [2160p].mkv,,19,,,anime,,,,Underwater,Interstellar,
Breaking Bad 2022.07.09 2160p REMUX HULU x264 -SPARKS.mkv,,,,,tv,2160p,,HULU,,Breaking Bad,
One_Piece_1998_1080p_WEBRip_HEVC.mkv,HEVC,,,,movie,1080p,,WEBRip,,One Piece,1998
Jujutsu-Kaisen-1986.12.06-2160p-WEBRip-DD5.1-H.264-.GECKOS.mkv,,,,,tv,2160p,,WEBRip,,Jujutsu Kaisen,
Pulp Fiction 1983.11.10 2160p BDRip MP3 x265 -FraMeSToR.mkv,,,,,tv,2160p,,BDRip,,Pulp Fiction,
Pulp Fiction 1988.04.16 720p BluRay H.264.mkv,,,,,tv,720p,,BluRay,,Pulp Fiction,
[Judas] The Dark Knight S3 - 07 [1440p].mkv,,7,,,anime,1440p,S3,,Judas,The Dark Knight,
Breaking-Bad-S09E14-15-1440p-BluRay-AVC-.SPARKS.mkv,,14,,,tv,1440p,9,BluRay,,Breaking Bad,
One-Piece-1986-REMASTERED-480p-AMZN-x264-GECKOS.mkv,x264,,,,movie,480p,,AMZN,,One Piece,1986
Stranger_Things.s01e04.1440p.HULU.mkv,,4,,,tv,,1,,,Stranger Things,
[Judas] Attack on Titan - 02 [BD][1080p][Uncensored].mkv,,2,,,anime,1080p,,,Judas,Attack on Titan,
[Underwater] One Piece S2 - 01 [1080p].mkv,,1,,,anime,1080p,S2,,Underwater,One Piece,
One Piece 2001 REPACK 1440p HDTV HEVC -GECKOS.mkv,HEVC,,,,movie,1440p,,HDTV,,One Piece,2001
Parasite_6x14_The_End_480p_DDP5.1_HDTV_AVC.mkv,,14,Aftermath,,tv,480p,6,HDTV,,Parasite,
The_Godfather_1998_720p_HULU_x265.mkv,x265,,,,movie,720p,,HULU,,The Godfather,1998
Fullmetal Alchemist.S14E12.Pilot.720p.mkv,,12,Pilot,,tv,,14,,,Fullmetal Alchemist,
[MTBB] Death Note - 02 [2160p].mkv,,2,,,anime,,,,MTBB,Death Note,
Parasite 4x07 480p PROPER HULU H.264 -VEXT.mkv,,7,,,tv,480p,4,HULU,,Parasite,
My Hero Academia S15E10E11 Pilot 10bit 1080p NETFLIX x265.mkv,,10,Origins,,tv,1080p,15,NETFLIX,,My Hero Academia,
The_Godfather_S01E09E10_Aftermath_720p_DTS-HD.MA.5.1_HDTV_H.264_-GROUP.mkv,,9,Aftermath,,tv,720p,1,HDTV,,The Godfather,
Avengers-Endgame-S08E18E19-Origins-EXTENDED-1440p-HDTV-HEVC-.GROUP.mkv,,18,Revelations,,tv,1440p,8,HDTV,,Avengers Endgame,
The_Office_S07E12_1440p_10bit_BDRip_XVID_.VEXT.mkv,,12,,,tv,1440p,7,BDRip,,The Office,
The.Office.S13E12.1440p.HDTV.mkv,,12,,,tv,,13,,,The Office,
Attack-on-Titan-2023-480p-DVDRip-DDP5.1-x264-YIFY.mkv,x264,,,,movie,480p,,DVDRip,,Attack on Titan,2023
[HorribleSubs] The Dark Knight - 16 [1440p][HEVC].mkv,,16,,,anime,1440p,,,HorribleSubs,The Dark Knight,
The Dark Knight 4x10 Revelations 720p TrueHD.7.1 BDRip H.264 .GROUP.mkv,,10,The End,,tv,720p,4,BDRip,,The Dark Knight,
[Erai-raws] Friends - 05 [2160p][Multiple Subtitle].mkv,,5,,,anime,2160p,S3,,Erai-raws,Friends,
Naruto-2016-720p-HULU-DD5.1-AVC.mkv,AVC,,,,movie,720p,,HULU,,Naruto,2016
Fullmetal_Alchemist_S12E07E08_Aftermath_REPACK_AAC_2160p_BluRay_XVID_-YIFY.mkv,,7,Legacy,,tv,2160p,12,BluRay,,Fullmetal Alchemist,
The Mandalorian 2022 2160p WEBRip H.264.mkv,H.264,,,,movie,2160p,,WEBRip,,The Mandalorian,2022
Fullmetal-Alchemist.S01E17.480p.NETFLIX.mkv,,17,,,tv,,1,,,Fullmetal Alchemist,
Breaking_Bad_S04E17E18_1080p_BluRay_MP3_H.264_-FraMeSToR.mkv,,17,,,tv,1080p,4,BluRay,,Breaking Bad,
Death_Note_1984.02.23_Pilot_1440p_DTS_WEBRip_H.264_.GROUP.mkv,,,The End,,tv,1440p,,WEBRip,,Death Note,
Stranger Things 1x14 Origins 1080p DTS-HD.MA.5.1 HDTV x265.mkv,,14,Origins,,tv,1080p,1,HDTV,,Stranger Things,
Breaking-Bad.S02E06.Legacy.1440p.mkv,,6,Legacy,,tv,,2,,,Breaking Bad,
[Underwater] Naruto.S2.-.16.(480p).mkv,,16,,,anime,480p,S2,,Underwater,Naruto,
Fight.Club.S08E21.480p.DVDRip.mkv,,21,,,tv,,8,,,Fight Club,
Pulp-Fiction-1997-HDR-2160p-DVDRip-H.264-.VEXT.mkv,H.264,,,,movie,2160p,,DVDRip,,Pulp Fiction,1997
The-Godfather.S14E9.720p.DVDRip.mkv,,9,,,tv,,14,,,The Godfather,
[SubsPlease] Fullmetal Alchemist - 18 [480p].mkv,,18,,,anime,,,,SubsPlease,Fullmetal Alchemist,
Friends.S12E23.480p.WEB-DL.mkv,,23,,,tv,,12,,,Friends,
Fullmetal-Alchemist-2022-GERMAN-720p-WEB-DL-AAC-x264-FraMeSToR.mkv,x264,,,GERMAN,movie,720p,,WEB-DL,,Fullmetal Alchemist,2022
The Matrix 1999 HDR 720p DTS BDRip AVC .SPARKS.mkv,AVC,,,,movie,720p,,BDRip,,The Matrix,1999
The-Office-1983-REMASTERED-1440p-DTS-HULU-XVID.mkv,XVID,,,,movie,1440p,,HULU,,The Office,1983
Fight-Club-2011-480p-HDTV-HEVC-.RARBG.mkv,HEVC,,,,movie,480p,,HDTV,,Fight Club,2011
Fullmetal Alchemist 1992 1080p HULU HEVC -YIFY.mkv,HEVC,,,,movie,1080p,,HULU,,Fullmetal Alchemist,1992
Demon Slayer 2001 SPANISH REPACK 2160p FLAC WEB-DL HEVC -VEXT.mkv,HEVC,,,SPANISH,movie,2160p,,WEB-DL,,Demon Slayer,2001
Jujutsu_Kaisen_2012_KOREAN_720p_WEBRip_x265.mkv,x265,,,KOREAN,movie,720p,,WEBRip,,Jujutsu Kaisen,2012
[Commie] The Dark Knight - 04 [1080p].mkv,,4,,,anime,,,,Commie,The Dark Knight,
Game_of_Thrones_6x09_720p_HDTV_HEVC_.GECKOS.mkv,,9,,,tv,720p,6,HDTV,,Game of Thrones,
Friends 1999 2160p DVDRip x265 -GECKOS.mkv,x265,,,,movie,2160p,,DVDRip,,Friends,1999
Interstellar.S01E11.Legacy.1440p.mkv,,11,Legacy,,tv,,1,,,Interstellar,
Demon Slayer 2018 UNRATED 480p BluRay HEVC .AMIABLE.mkv,HEVC,,,,movie,480p,,BluRay,,Demon Slayer,2018
[MTBB] Fullmetal Alchemist - 13 [2160p].mkv,,13,,,anime,,,,MTBB,Fullmetal Alchemist,
The.Shawshank.Redemption.4x02.2160p.HDTV.mkv,,2,,,tv,,4,,,The Shawshank Redemption,
Inception 1993 480p AMZN AVC.mkv,AVC,,,,movie,480p,,AMZN,,Inception,1993
Fight Club S06E11-12 Revelations 480p DTS-HD.MA.5.1 HDTV HEVC .FraMeSToR.mkv,,11,Legacy,,tv,480p,6,HDTV,,Fight Club,
Game_of_Thrones_1986.04.22_Origins_1440p_DDP5.1_BDRip_x264_.FraMeSToR.mkv,,,Pilot,,tv,1440p,,BDRip,,Game of Thrones,
The Dark Knight 2020 1080p NETFLIX HEVC .SPARKS.mkv,HEVC,,,,movie,1080p,,NETFLIX,,The Dark Knight,2020
Jujutsu Kaisen 1998 1440p NETFLIX TrueHD.7.1 HEVC .FraMeSToR.mkv,HEVC,,,,movie,1440p,,NETFLIX,,Jujutsu Kaisen,1998
Friends-S12E22-23-720p-HDTV-XVID-RARBG.mkv,,22,,,tv,720p,12,HDTV,,Friends,
Game of Thrones 11x16 480p REMASTERED DDP5.1 BluRay x264 -GROUP.mkv,,16,,,tv,480p,11,BluRay,,Game of Thrones,
Breaking-Bad-4x04-1440p-DC-MP3-DVDRip-H.264.mkv,,4,,,tv,1440p,4,DVDRip,,Breaking Bad,
The-Dark-Knight-S08E06E07-480p-10bit-WEBRip-XVID-YIFY.mkv,,6,,,tv,480p,8,WEBRip,,The Dark Knight,
Death Note 2006 720p BluRay DDP5.1 HEVC .RARBG.mkv,HEVC,,,,movie,720p,,BluRay,,Death Note,2006
[Erai-raws] Game of Thrones - 18 [480p].mkv,,18,,,anime,,,,Erai-raws,Game of Thrones,
Naruto_2024_1440p_WEB-DL_XVID_.YIFY.mkv,XVID,,,,movie,1440p,,WEB-DL,,Naruto,2024
Parasite-S08E20E21-New-Dawn-2160p-BDRip-H.264-.SPARKS.mkv,,20,Origins,,tv,2160p,8,BDRip,,Parasite,
[Commie] The Matrix - 09 [1440p][HEVC].mkv,,9,,,anime,1440p,,,Commie,The Matrix,
[Commie] My Hero Academia - 02 [1440p].mkv,,2,,,anime,1440p,,,Commie,My Hero Academia,
Stranger_Things_S09E17-18_The_Beginning_1440p_DVDRip_x265.mkv,,17,Legacy,,tv,1440p,9,DVDRip,,Stranger Things,
Inception.1984.720p.HULU.XVID.mkv,,,,,movie,720p,,,,Inception,1984
Demon_Slayer_2008_2160p_HDTV_x265_-RARBG.mkv,x265,,,,movie,2160p,,HDTV,,Demon Slayer,2008
[Underwater] Stranger Things - 23 [2160p].mkv,,23,,,anime,,,,Underwater,Stranger Things,
The_Dark_Knight_5x19_Legacy_1440p_AMZN_x265.mkv,,19,Legacy,,tv,1440p,5,AMZN,,The Dark Knight,
[Underwater] Attack.on.Titan.S3.-.23.(720p).mkv,,23,,,anime,720p,S3,,Underwater,Attack on Titan,
Game-of-Thrones-6x17-1440p-BDRip-DTS-HD.MA.5.1-HEVC-.AMIABLE.mkv,,17,,,tv,1440p,6,BDRip,,Game of Thrones,
Stranger Things 2022 480p HULU AVC.mkv,AVC,,,,movie,480p,,HULU,,Stranger Things,2022
Jujutsu Kaisen S12E08E09 The Beginning 10bit 2160p BluRay H.264.mkv,,8,Aftermath,,tv,2160p,12,BluRay,,Jujutsu Kaisen,
Jujutsu_Kaisen_5x13_Legacy_REPACK_DTS_1440p_HDTV_x264.mkv,,13,Origins,,tv,1440p,5,HDTV,,Jujutsu Kaisen,
[HorribleSubs] Game.of.Thrones.S2.-.02.(1440p).mkv,,2,,,anime,1440p,S2,,HorribleSubs,Game of Thrones,
Death_Note_2019_2160p_NETFLIX_DTS-HD.MA.5.1_XVID_.GECKOS.mkv,XVID,,,,movie,2160p,,NETFLIX,,Death Note,2019
[MTBB] The Godfather S2 - 16 [BD][480p][DualAudio].mkv,,16,,,anime,480p,S2,,MTBB,The Godfather,
Parasite.2003.480p.HDTV.AVC.mkv,,,,,movie,480p,,,,Parasite,2003
Breaking-Bad-1992.11.24-Aftermath-1080p-DVDRip-H.264.mkv,,,New Dawn,,tv,1080p,,DVDRip,,Breaking Bad,
Demon-Slayer-S09E19-20-Legacy-1440p-AC3-HULU-HEVC-.GECKOS.mkv,,19,New Dawn,,tv,1440p,9,HULU,,Demon Slayer,
The-Godfather-12x02-720p-BluRay-x265-GECKOS.mkv,,2,,,tv,720p,12,BluRay,,The Godfather,
Breaking_Bad_2019_HDR_480p_AAC_HULU_x265.mkv,x265,,,,movie,480p,,HULU,,Breaking Bad,2019
[Judas] The Mandalorian - 07 [2160p].mkv,,7,,,anime,,,,Judas,The Mandalorian,
Demon Slayer S04E18E19 New Dawn 720p AMZN XVID.mkv,,18,Legacy,,tv,720p,4,AMZN,,Demon Slayer,
Pulp-Fiction-2017-ITALIAN-2160p-AMZN-HEVC-GECKOS.mkv,HEVC,,,ITALIAN,movie,2160p,,AMZN,,Pulp Fiction,2017
The-Godfather.S07E08.Revelations.720p.mkv,,8,Revelations,,tv,,7,,,The Godfather,
Interstellar.2002.1440p.NETFLIX.HEVC.mkv,,,,,movie,1440p,,,,Interstellar,2002
Parasite.S07E08.1440p.NETFLIX.mkv,,8,,,tv,,7,,,Parasite,
[Underwater] The Dark Knight - 17 [2160p][Multiple Subtitle].mkv,,17,,,anime,2160p,,,Underwater,The Dark Knight,
Stranger_Things_1987_480p_HDTV_XVID_-YIFY.mkv,XVID,,,,movie,480p,,HDTV,,Stranger Things,1987
[MTBB] Pulp.Fiction.-.15.(1080p).mkv,,15,,,anime,1080p,,,MTBB,Pulp Fiction,
Parasite_S04E04_The_End_480p_DTS_AMZN_AVC.mkv,,4,The Beginning,,tv,480p,4,AMZN,,Parasite,
Avengers-Endgame-2022.08.24-480p-WEBRip-TrueHD.7.1-x265-RARBG.mkv,,,,,tv,480p,,WEBRip,,Avengers Endgame,
Attack_on_Titan_9x13_720p_DVDRip_DDP5.1_HEVC_-AMIABLE.mkv,,13,,,tv,720p,9,DVDRip,,Attack on Titan,
The-Office-S04E20E21-1440p-WEB-DL-TrueHD.7.1-XVID-.AMIABLE.mkv,,20,,,tv,1440p,4,WEB-DL,,The Office,
The-Godfather-2006-1080p-AMZN-AAC-H.264-SPARKS.mkv,H.264,,,,movie,1080p,,AMZN,,The Godfather,2006
[HorribleSubs] Friends.-.22.(1440p).mkv,,22,,,anime,1440p,,,HorribleSubs,Friends,
The_Dark_Knight_1987_1440p_AMZN_MP3_x265_-GROUP.mkv,x265,,,,movie,1440p,,AMZN,,The Dark Knight,1987
Naruto 2014 1440p BDRip XVID.mkv,XVID,,,,movie,1440p,,BDRip,,Naruto,2014
[Erai-raws] Breaking.Bad.S3.-.19.(2160p).mkv,,19,,,anime,2160p,S3,,Erai-raws,Breaking Bad,
Fullmetal Alchemist S06E15 480p NETFLIX DD5.1 H.264.mkv,,15,,,tv,480p,6,NETFLIX,,Fullmetal Alchemist,
[HorribleSubs] Pulp Fiction - 17 [480p][HEVC].mkv,,17,,,anime,480p,,,HorribleSubs,Pulp Fiction,
[MTBB] Death Note - 18 [1440p].mkv,,18,,,anime,,,,MTBB,Death Note,
Jujutsu Kaisen 1999 1080p HDTV DTS HEVC.mkv,HEVC,,,,movie,1080p,,HDTV,,Jujutsu Kaisen,1999
Friends.2002.1080p.NETFLIX.H.264.mkv,,,,,movie,1080p,,,,Friends,2002
[Underwater] The Godfather - 02 [2160p].mkv,,2,,,anime,2160p,,,Underwater,The Godfather,
[SubsPlease] Avengers.Endgame.S2.-.01.(720p).mkv,,1,,,anime,720p,S2,,SubsPlease,Avengers Endgame,
[Erai-raws] Interstellar - 05 [1440p].mkv,,5,,,anime,,,,Erai-raws,Interstellar,
Naruto S09E06-07 720p IMAX HDTV x264.mkv,,6,,,tv,720p,9,HDTV,,Naruto,
The-Dark-Knight-1992-480p-BDRip-AVC-GECKOS.mkv,AVC,,,,movie,480p,,BDRip,,The Dark Knight,1992
The-Matrix-S06E19-1080p-WEB-DL-AVC-RARBG.mkv,,19,,,tv,1080p,6,WEB-DL,,The Matrix,
The-Godfather-2007.06.27-Aftermath-1440p-BluRay-x264-.RARBG.mkv,,,New Dawn,,tv,1440p,,BluRay,,The Godfather,
The Shawshank Redemption S03E05 1440p BDRip XVID -VEXT.mkv,,5,,,tv,1440p,3,BDRip,,The Shawshank Redemption,
Jujutsu Kaisen 10x24 Origins 1440p DDP5.1 AMZN x265 -VEXT.mkv,,24,Aftermath,,tv,1440p,10,AMZN,,Jujutsu Kaisen,
The.Office.S14E08.Aftermath.480p.mkv,,8,Aftermath,,tv,,14,,,The Office,
Parasite.S13E13.Origins.2160p.mkv,,13,Origins,,tv,,13,,,Parasite,
The Dark Knight S10E12 720p IMAX HDTV HEVC .GECKOS.mkv,,12,,,tv,720p,10,HDTV,,The Dark Knight,
Friends.1993.480p.NETFLIX.x265.mkv,,,,,movie,480p,,,,Friends,1993
The-Godfather-2018-1080p-HULU-AVC.mkv,AVC,,,,movie,1080p,,HULU,,The Godfather,2018
Avengers_Endgame_1987_UNRATED_2160p_BluRay_HEVC_.VEXT.mkv,HEVC,,,,movie,2160p,,BluRay,,Avengers Endgame,1987
[SubsPlease] Breaking Bad - 09 [BD][720p][DualAudio].mkv,,9,,,anime,720p,,,SubsPlease,Breaking Bad,
Avengers Endgame.3x16.1440p.HULU.mkv,,16,,,tv,,3,,,Avengers Endgame,
[Erai-raws] Friends - 20 [720p].mkv,,20,,,anime,,,,Erai-raws,Friends,
[Judas] My.Hero.Academia.-.05.(480p).mkv,,5,,,anime,480p,,,Judas,My Hero Academia,
Attack_on_Titan_13x18_480p_AMZN_DTS_HEVC_.YIFY.mkv,,18,,,tv,480p,13,AMZN,,Attack on Titan,
Death-Note-S03E02-Origins-480p-AC3-DVDRip-H.264.mkv,,2,The End,,tv,480p,3,DVDRip,,Death Note,
The Shawshank Redemption.S13E12.Pilot.1080p.mkv,,12,Pilot,,tv,,13,,,The Shawshank Redemption,
Fight Club 2022 GERMAN 2160p BDRip MP3 XVID -GROUP.mkv,XVID,,,GERMAN,movie,2160p,,BDRip,,Fight Club,2022
The_Dark_Knight_2023.02.15_New_Dawn_1440p_NETFLIX_H.264_.GECKOS.mkv,,,Legacy,,tv,1440p,,NETFLIX,,The Dark Knight,
The-Godfather.6x21.720p.WEBRip.mkv,,21,,,tv,,6,,,The Godfather,
Game-of-Thrones.S12E07.New-Dawn.1440p.mkv,,7,New Dawn,,tv,,12,,,Game of Thrones,
Death_Note_1992_1080p_BDRip_H.264_-SPARKS.mkv,H.264,,,,movie,1080p,,BDRip,,Death Note,1992
Parasite 2018 480p WEB-DL x264 -YIFY.mkv,x264,,,,movie,480p,,WEB-DL,,Parasite,2018
My_Hero_Academia_2001_DC_1080p_MP3_AMZN_x265_.FraMeSToR.mkv,x265,,,,movie,1080p,,AMZN,,My Hero Academia,2001
Game-of-Thrones-1985-2160p-BluRay-x265-YIFY.mkv,x265,,,,movie,2160p,,BluRay,,Game of Thrones,1985
The_Shawshank_Redemption_2012_480p_BDRip_AVC.mkv,AVC,,,,movie,480p,,BDRip,,The Shawshank Redemption,2012
[Commie] Inception - 20 [480p].mkv,,20,,,anime,480p,,,Commie,Inception,
[HorribleSubs] Avengers Endgame - 05 [BD][480p][DualAudio].mkv,,5,,,anime,480p,,,HorribleSubs,Avengers Endgame,
[Commie] One Piece - 18 [BD][720p][HEVC].mkv,,18,,,anime,720p,,,Commie,One Piece,
[MTBB] The.Office.S3.-.03.(1440p).mkv,,3,,,anime,1440p,S3,,MTBB,The Office,
The-Mandalorian.S01E18.New-Dawn.720p.mkv,,18,New Dawn,,tv,,1,,,The Mandalorian,
My Hero Academia.S13E15.New Dawn.2160p.mkv,,15,New Dawn,,tv,,13,,,My Hero Academia,
Game-of-Thrones.S10E15.1440p.WEB-DL.mkv,,15,,,tv,,10,,,Game of Thrones,
Inception-1985-REMASTERED-2160p-AC3-BDRip-H.264-YIFY.mkv,H.264,,,,movie,2160p,,BDRip,,Inception,1985
[MTBB] The Matrix - 06 [2160p].mkv,,6,,,anime,,,,MTBB,The Matrix,
My-Hero-Academia-11x04-New-Dawn-REPACK-FLAC-2160p-AMZN-XVID-SPARKS.mkv,,4,Aftermath,,tv,2160p,11,AMZN,,My Hero Academia,
[MTBB] Stranger Things - 06 [BD][1080p][DualAudio].mkv,,6,,,anime,1080p,,,MTBB,Stranger Things,
Friends-S03E07E08-480p-DVDRip-FLAC-XVID.mkv,,7,,,tv,480p,3,DVDRip,,Friends,
Avengers_Endgame_1995_KOREAN_EXTENDED_1080p_AMZN_H.264_.FraMeSToR.mkv,H.264,,,KOREAN,movie,1080p,,AMZN,,Avengers Endgame,1995
Friends_1987_ITALIAN_480p_BDRip_HEVC_-AMIABLE.mkv,HEVC,,,ITALIAN,movie,480p,,BDRip,,Friends,1987
The_Mandalorian.S13E08.The_Beginning.1440p.mkv,,8,The Beginning,,tv,,13,,,The Mandalorian,
Breaking Bad 1983 2160p BDRip x265 .GROUP.mkv,x265,,,,movie,2160p,,BDRip,,Breaking Bad,1983
The.Office.S11E05.Origins.720p.mkv,,5,Origins,,tv,,11,,,The Office,
The_Mandalorian_1996_480p_DVDRip_AVC_.SPARKS.mkv,AVC,,,,movie,480p,,DVDRip,,The Mandalorian,1996
[Erai-raws] Interstellar - 16 [1440p][10bit].mkv,,16,,,anime,1440p,,,Erai-raws,Interstellar,
Inception 12x01 New Dawn REMASTERED 480p BluRay HEVC -GECKOS.mkv,,1,The End,,tv,480p,12,BluRay,,Inception,
The.Dark.Knight.S01E15.Aftermath.2160p.mkv,,15,Aftermath,,tv,,1,,,The Dark Knight,
[Underwater] Demon Slayer - 21 [720p].mkv,,21,,,anime,,,,Underwater,Demon Slayer,
Parasite-S01E02-720p-BDRip-MP3-x264-.AMIABLE.mkv,,2,,,tv,720p,1,BDRip,,Parasite,
Inception.S11E09.Legacy.2160p.mkv,,9,Legacy,,tv,,11,,,Inception,
Inception 1x19 480p HDTV MP3 HEVC .YIFY.mkv,,19,,,tv,480p,1,HDTV,,Inception,
[Underwater] Friends.-.10.(2160p).mkv,,10,,,anime,2160p,,,Underwater,Friends,
[Underwater] My.Hero.Academia.-.02.(720p).mkv,,2,,,anime,720p,,,Underwater,My Hero Academia,
The-Mandalorian-2020-1440p-AMZN-x265-AMIABLE.mkv,x265,,,,movie,1440p,,AMZN,,The Mandalorian,2020
My Hero Academia 1985 1440p BluRay AVC.mkv,AVC,,,,movie,1440p,,BluRay,,My Hero Academia,1985
My-Hero-Academia-S05E20E21-1440p-PROPER-AMZN-H.264-.VEXT.mkv,,20,,,tv,1440p,5,AMZN,,My Hero Academia,
The-Office-2001-10bit-1440p-BluRay-x264.mkv,x264,,,,movie,1440p,,BluRay,,The Office,2001
Attack-on-Titan.S13E06.1440p.HDTV.mkv,,6,,,tv,,13,,,Attack on Titan,
[SubsPlease] Demon Slayer - 21 [1080p].mkv,,21,,,anime,1080p,,,SubsPlease,Demon Slayer,
[HorribleSubs] Pulp.Fiction.-.23.(720p).mkv,,23,,,anime,720p,,,HorribleSubs,Pulp Fiction,
Breaking Bad 3x20 480p WEB-DL AVC.mkv,,20,,,tv,480p,3,WEB-DL,,Breaking Bad,
